Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
AVL,ADF,AVL,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPD,ADF,CEPD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPV,ADF,CEPV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVC,ADF,DVC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
HSN,ADF,HSN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVN,ADF,PVN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVQ,ADF,PVQ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIC,ADF,RIC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,ADF,RID,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,ADF,RIS,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMG,ADF,RMG,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADF,ADL,ADF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADL,ADL,ADL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AFD,ADL,AFD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALM,ADL,ALM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALN,ADL,ALN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AQR,ADL,AQR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASE,ADL,ASE,ADL,0.3098578475936194,0.0,0.0,0.0,9.775793641032273,4.339299482858899,0.0,0.8452258941024231,0.2236067977499789,0.0713727874193105,0.7176856442107861,variable,Y
ASG,ADL,ASG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASH,ADL,ASH,ADL,0.0,0.0,10.461480874669023,0.0,12.257588866219065,6.254195410403644,0.0,0.7272302280013678,0.6708203932499368,0.1638354467292278,0.21516994256955,developmentally dynamic (strengthened),Y
ASI,ADL,ASI,ADL,7.768845349145135,0.0,0.0,0.0,0.0,3.474333261474322,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.1816901138162092,variable,Y
ASJ,ADL,ASJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AUA,ADL,AUA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVM,ADL,AVM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AWB,ADL,AWB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWC,ADL,AWC,ADL,5.100119570892066,3.812299660652892,9.883747687379769,0.0,0.0,4.110174525460546,3.812299660652892,-0.5119870648856051,-0.6668859288553501,0.3778379681553148,0.2188939813132316,variable,Y
BAG,ADL,BAG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
DVA,ADL,DVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
FLP,ADL,FLP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2D,ADL,IL2D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2L/R,ADL,IL2L/R,ADL,0.0,0.0,0.0,0.0,4.559258553837006,2.0389624106753863,0.0,0.8596865041556042,0.7071067811865475,0.0617482356231012,0.1816901138162092,variable,Y
IL2V,ADL,IL2V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLL,ADL,OLL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQD,ADL,OLQD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,ADL,OLQV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PLN,ADL,PLN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAD,ADL,SAAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAV,ADL,SAAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,ADL,SDQ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URB,ADL,URB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URX,ADL,URX,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYD,ADL,URYD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYV,ADL,URYV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADA,ADL,ADA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIA,ADL,AIA,ADL,0.0,20.969150527243244,0.0,2.35225473491593,15.904904342790235,9.880076989588169,2.35225473491593,0.3757452649295832,0.3077935056255462,0.5330950299687,0.614384002810333,developmentally dynamic (strengthened),Y
AIB,ADL,AIB,ADL,0.0,0.0,0.0,0.0,1.4101716214250222,0.6306479210894896,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
AIN,ADL,AIN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,ADL,AIY,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIZ,ADL,AIZ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVA,ADL,AVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,ADL,AVB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVD,ADL,AVD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVE,ADL,AVE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVJ,ADL,AVJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
BDU,ADL,BDU,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVC,ADL,PVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVP,ADL,PVP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
PVR,ADL,PVR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVT,ADL,PVT,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIA,ADL,RIA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIB,ADL,RIB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIF,ADL,RIF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIG,ADL,RIG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIH,ADL,RIH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIM,ADL,RIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIP,ADL,RIP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIR,ADL,RIR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1D,ADL,IL1D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1L/R,ADL,IL1L/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL1V,ADL,IL1V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RIV,ADL,RIV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMDD,ADL,RMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMDL/R,ADL,RMDL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMDV,ADL,RMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMED/V,ADL,RMED/V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMEL/R,ADL,RMEL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMF,ADL,RMF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RMH,ADL,RMH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SIAD,ADL,SIAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIAV,ADL,SIAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBD,ADL,SIBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SIBV,ADL,SIBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMBD,ADL,SMBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SMBV,ADL,SMBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDD,ADL,SMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SMDV,ADL,SMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URAD,ADL,URAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URAV,ADL,URAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADE,ADL,ADE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIM,ADL,AIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALA,ADL,ALA,ADL,0.0,0.0,0.0,0.0,14.195156029380652,6.3482667665822285,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
AVF,ADL,AVF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVH,ADL,AVH,ADL,13.685265408481856,6.15506447207341,11.117912183328272,4.12477788674187,12.287212696288623,4.122525910361532,2.567353225153584,-0.0034460128699324,-0.3,0.995612408826146,0.6238376647810728,variable,Y
AVK,ADL,AVK,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVL,ADL,AVL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
CEPD,ADL,CEPD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
CEPV,ADL,CEPV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
DVC,ADL,DVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
HSN,ADL,HSN,ADL,0.0,0.0,0.0,0.0,1.8703425048898648,0.8364425964281941,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,post-embryonic brain integration,Y
PVN,ADL,PVN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PVQ,ADL,PVQ,ADL,0.0,0.0,0.0,57.68342948349194,5.233894721897949,25.31330556201457,0.0,0.1787900967011412,0.7826237921249264,0.7735760615114391,0.117613760873458,variable,Y
RIC,ADL,RIC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RID,ADL,RID,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
RIS,ADL,RIS,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
RMG,ADL,RMG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ADF,AFD,ADF,AFD,0.0,11.807506248621022,2.2032630451871067,0.0,0.0,5.123749618605702,0.0,-0.2820457025277347,-0.3354101966249684,0.645707960512834,0.5810906728217108,variable,Y
ADL,AFD,ADL,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AFD,AFD,AFD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ALM,AFD,ALM,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ALN,AFD,ALN,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AQR,AFD,AQR,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASE,AFD,ASE,AFD,19.863119067116653,9.964698172669404,14.968868068830524,16.68058296151748,6.977506921644144,5.187049293075708,4.894250998286129,-0.7390279821904087,-0.6,0.1536198497499216,0.2847569798652937,stable,Y
ASG,AFD,ASG,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASH,AFD,ASH,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
ASI,AFD,ASI,AFD,0.0,0.0,2.6077286695966344,1.494721813135995,1.0028178601040043,1.0985596027264954,1.0028178601040043,0.3729518220782505,0.5642880936468347,0.536393134314646,0.3217233358243002,variable,Y
ASJ,AFD,ASJ,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ASK,AFD,ASK,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AUA,AFD,AUA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVM,AFD,AVM,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWB,AFD,AWB,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AWC,AFD,AWC,AFD,0.0,0.0,0.0,0.0,4.815707436973766,2.153649837764925,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
BAG,AFD,BAG,AFD,0.0,0.0,0.0,0.0,1.638681475242949,0.7328406344225745,0.0,0.8596865041556043,0.7071067811865475,0.0617482356231011,0.1816901138162092,variable,Y
DVA,AFD,DVA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
FLP,AFD,FLP,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
IL2D,AFD,IL2D,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2L/R,AFD,IL2L/R,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
IL2V,AFD,IL2V,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
OLL,AFD,OLL,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQD,AFD,OLQD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
OLQV,AFD,OLQV,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
PLN,AFD,PLN,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAD,AFD,SAAD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
SAAV,AFD,SAAV,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
SDQ,AFD,SDQ,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URB,AFD,URB,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
URX,AFD,URX,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYD,AFD,URYD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
URYV,AFD,URYV,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
ADA,AFD,ADA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AIA,AFD,AIA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIB,AFD,AIB,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AIY,AFD,AIY,AFD,0.0,3.759414095044901,0.7204064655606078,3.578917605919116,2.1870007376766774,1.6769593116402024,1.4665942721160694,0.3198386126135207,0.3,0.5998225365557178,0.6238376647810728,variable,Y
AIZ,AFD,AIZ,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,variable,Y
AVA,AFD,AVA,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,Y
AVB,AFD,AVB,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
AVD,AFD,AVD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,, ,N
