Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
OLQD,ADF,OLQD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQV,ADF,OLQV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PLN,ADF,PLN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,ADF,SAAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SAAV,ADF,SAAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SDQ,ADF,SDQ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,ADF,URB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URX,ADF,URX,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,ADF,URYD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URYV,ADF,URYV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADA,ADF,ADA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,ADF,AIA,ADF,0.015356191812467475,0.0,0.016634959626051164,0.0,0.0,0.0087727953736138,0.0,-0.5424363279693585,-0.44721359549995787,0.34489689818672375,0.45018485575210093,variable,Y
AIB,ADF,AIB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIN,ADF,AIN,ADF,0.03669782073796854,0.0,0.0,0.0,0.0,0.01641176435923983,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
AIY,ADF,AIY,ADF,0.11134846783294217,0.029467409128622578,0.0,0.0,0.001847069827351767,0.047957475640261385,0.001847069827351767,-0.7385801905676193,-0.6668859288553501,0.15400408267838347,0.21889398131323168,developmentally dynamic (weakened),Y
AIZ,ADF,AIZ,ADF,0.020761170909927965,0.020407456217224524,0.009900478564962055,0.006153811780428701,0.0,0.009062103856714127,0.009900478564962055,-0.9275482857514186,-0.9999999999999999,0.023154206540709123,1.4042654220543672e-24,variable,Y
AVA,ADF,AVA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVB,ADF,AVB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,ADF,AVD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,ADF,AVE,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,ADF,AVJ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,ADF,BDU,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVC,ADF,PVC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVP,ADF,PVP,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,ADF,PVR,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,ADF,PVT,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,ADF,RIA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIB,ADF,RIB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIF,ADF,RIF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,ADF,RIG,ADF,0.0,0.0,0.0,0.0,0.004540073937816053,0.0020303827895663696,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
RIH,ADF,RIH,ADF,0.0,0.0,0.007680273038498917,0.0,0.0,0.003434722519968488,0.0,-0.03512982630705247,0.0,0.9552805176298373,1.0,variable,Y
RIM,ADF,RIM,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,ADF,RIP,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIR,ADF,RIR,ADF,0.008745272453971204,0.0,0.0,0.07824523456531289,0.01894018694453557,0.03283772532940465,0.008745272453971204,0.24758403237213045,0.5642880936468347,0.6880170249818252,0.32172333582430024,developmentally dynamic (strengthened),Y
IL1D,ADF,IL1D,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1L/R,ADF,IL1L/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1V,ADF,IL1V,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,ADF,RIV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDD,ADF,RMDD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,ADF,RMDL/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDV,ADF,RMDV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,ADF,RMED/V,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMEL/R,ADF,RMEL/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,ADF,RMF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMH,ADF,RMH,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,ADF,SIAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIAV,ADF,SIAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,ADF,SIBD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,ADF,SIBV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,ADF,SMBD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBV,ADF,SMBV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,ADF,SMDD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SMDV,ADF,SMDV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAD,ADF,URAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAV,ADF,URAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,ADF,ADE,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AIM,ADF,AIM,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,ADF,ALA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVF,ADF,AVF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVH,ADF,AVH,ADF,0.05295667867714408,0.0510051313871887,0.09964544697048522,0.18722848747025245,0.07108865240877119,0.05649872050572641,0.020083521021582486,0.21808519729992154,0.6,0.7245423668324797,0.28475697986529375,stable,Y
AVK,ADF,AVK,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,ADF,AVL,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,ADF,CEPD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPV,ADF,CEPV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVC,ADF,DVC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,ADF,HSN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVN,ADF,PVN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVQ,ADF,PVQ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIC,ADF,RIC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,ADF,RID,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,ADF,RIS,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMG,ADF,RMG,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,ADL,ADF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADL,ADL,ADL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AFD,ADL,AFD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALM,ADL,ALM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALN,ADL,ALN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AQR,ADL,AQR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASE,ADL,ASE,ADL,0.0005986300123790674,0.0,0.0,0.0,0.018012152036012665,0.00799255492895745,0.0,0.844497823671724,0.22360679774997894,0.071868722251985,0.7176856442107861,variable,Y
ASG,ADL,ASG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,ADL,ASH,ADL,0.0,0.0,0.008566521199028364,0.0,0.022584923778112824,0.009866376775237674,0.0,0.8664268788636041,0.6708203932499368,0.05741347648775049,0.21516994256955005,developmentally dynamic (strengthened),Y
ASI,ADL,ASI,ADL,0.013011538857416469,0.0,0.0,0.0,0.0,0.005818937075412634,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
ASJ,ADL,ASJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASK,ADL,ASK,ADL,0.0,0.0,0.0,0.0053247937282489945,0.015497529016246809,0.006741902716641314,0.0,0.9181769070143735,0.8944271909999157,0.0277488091303584,0.040519326353834054,developmentally dynamic (strengthened),Y
AUA,ADL,AUA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVM,ADL,AVM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AWA,ADL,AWA,ADL,0.15673820265747768,0.1336879199054907,0.056122308567344764,0.026485785458239163,0.02596976162872692,0.061490096852321395,0.030152546938617845,-0.8394371978112365,-0.9999999999999999,0.07534506871448979,1.4042654220543672e-24,developmentally dynamic (weakened),Y
AWB,ADL,AWB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AWC,ADL,AWC,ADL,0.015994019390193397,0.00737956402257744,0.008093436780523204,0.0,0.0,0.006665877068482671,0.00737956402257744,-0.8540284021197915,-0.8720815992723809,0.0654622736464753,0.05385421772754211,variable,Y
BAG,ADL,BAG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
DVA,ADL,DVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
FLP,ADL,FLP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2D,ADL,IL2D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL2L/R,ADL,IL2L/R,ADL,0.0,0.0,0.0,0.0,0.008400551531541098,0.003756840854603173,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
IL2V,ADL,IL2V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
OLL,ADL,OLL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQD,ADL,OLQD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQV,ADL,OLQV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PLN,ADL,PLN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,ADL,SAAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAV,ADL,SAAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SDQ,ADL,SDQ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,ADL,URB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URX,ADL,URX,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,ADL,URYD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYV,ADL,URYV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADA,ADL,ADA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,ADL,AIA,ADL,0.0,0.040590510345231826,0.0,0.002087822274142286,0.029305196658214735,0.01919907149877253,0.002087822274142286,0.33901836178844597,0.30779350562554625,0.5767657008011876,0.614384002810333,developmentally dynamic (strengthened),Y
AIB,ADL,AIB,ADL,0.0,0.0,0.0,0.0,0.0025982776002313264,0.001161985067706454,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AIN,ADL,AIN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIY,ADL,AIY,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIZ,ADL,AIZ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVA,ADL,AVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVB,ADL,AVB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,ADL,AVD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,ADL,AVE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,ADL,AVJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,ADL,BDU,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVC,ADL,PVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVP,ADL,PVP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,ADL,PVR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,ADL,PVT,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,ADL,RIA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIB,ADL,RIB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIF,ADL,RIF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,ADL,RIG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIH,ADL,RIH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIM,ADL,RIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,ADL,RIP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIR,ADL,RIR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1D,ADL,IL1D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1L/R,ADL,IL1L/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1V,ADL,IL1V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,ADL,RIV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMDD,ADL,RMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,ADL,RMDL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDV,ADL,RMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,ADL,RMED/V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMEL/R,ADL,RMEL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,ADL,RMF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMH,ADL,RMH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,ADL,SIAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIAV,ADL,SIAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,ADL,SIBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,ADL,SIBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,ADL,SMBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SMBV,ADL,SMBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,ADL,SMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDV,ADL,SMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URAD,ADL,URAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URAV,ADL,URAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,ADL,ADE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIM,ADL,AIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,ADL,ALA,ADL,0.0,0.0,0.0,0.0,0.02615494127279135,0.011696845326695265,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AVF,ADL,AVF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVH,ADL,AVH,ADL,0.03841743524741557,0.011914512598146246,0.009104048609220497,0.0036610844140301034,0.022639506449422725,0.013752608415173818,0.008253428184116143,-0.2875074417362999,-0.39999999999999997,0.6390418100982886,0.5046315754686911,variable,Y
AVK,ADL,AVK,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,ADL,AVL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,ADL,CEPD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
CEPV,ADL,CEPV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVC,ADL,DVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,ADL,HSN,ADL,0.0,0.0,0.0,0.0,0.0034461543271627035,0.001541167067298171,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,post-embryonic brain integration,Y
PVN,ADL,PVN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVQ,ADL,PVQ,ADL,0.0,0.0,0.0,0.05119885492710236,0.009643586079355422,0.022214640289635303,0.0,0.26732692870871094,0.7826237921249264,0.6637274200660673,0.11761376087345808,variable,Y
RIC,ADL,RIC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,ADL,RID,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,ADL,RIS,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMG,ADL,RMG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,AFD,ADF,AFD,0.0,0.06727465810976721,0.01353466131253355,0.0,0.0,0.029167779567238112,0.0,-0.2828197545764898,-0.3354101966249684,0.6447625316038964,0.5810906728217108,variable,Y
ADL,AFD,ADL,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AFD,AFD,AFD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALM,AFD,ALM,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ALN,AFD,ALN,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AQR,AFD,AQR,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ASE,AFD,ASE,AFD,0.08072457857864361,0.056775041962111826,0.09195386814397105,0.05202090303574043,0.03764650365328067,0.022086088722767842,0.019128538308831156,-0.6849613652868991,-0.7,0.20193383277729499,0.1881204043741873,stable,Y
ASG,AFD,ASG,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,AFD,ASH,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
