Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
OLQV,ADF,OLQV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PLN,ADF,PLN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,ADF,SAAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SAAV,ADF,SAAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SDQ,ADF,SDQ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,ADF,URB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URX,ADF,URX,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,ADF,URYD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URYV,ADF,URYV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADA,ADF,ADA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,ADF,AIA,ADF,0.8247986722383686,0.0,0.8771784559995209,0.0,0.0,0.46647338198092836,0.0,-0.5473799291925905,-0.44721359549995787,0.3396190909612924,0.45018485575210093,variable,Y
AIB,ADF,AIB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIN,ADF,AIN,ADF,2.916371241683604,0.0,0.0,0.0,0.0,1.3042408688060012,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
AIY,ADF,AIY,ADF,6.312150550525085,1.3506456917676428,0.0,0.0,0.09756266392755678,2.7217812531459415,0.09756266392755678,-0.7246965733083097,-0.6668859288553501,0.16605403698210786,0.21889398131323168,developmentally dynamic (weakened),Y
AIZ,ADF,AIZ,ADF,0.7380486709889481,0.693314631784249,0.30084804541720245,0.21648167077662522,0.0,0.3175271575684937,0.30084804541720245,-0.9267466765200641,-0.9999999999999999,0.023536636582102338,1.4042654220543672e-24,variable,Y
AVA,ADF,AVA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVB,ADF,AVB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,ADF,AVD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,ADF,AVE,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,ADF,AVJ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,ADF,BDU,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVC,ADF,PVC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVP,ADF,PVP,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,ADF,PVR,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,ADF,PVT,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,ADF,RIA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIB,ADF,RIB,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIF,ADF,RIF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,ADF,RIG,ADF,0.0,0.0,0.0,0.0,0.27752237377944516,0.12411177860958893,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
RIH,ADF,RIH,ADF,0.0,0.0,0.2806499783541606,0.0,0.0,0.12551048589674954,0.0,-0.03512982630705247,0.0,0.9552805176298373,1.0,variable,Y
RIM,ADF,RIM,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,ADF,RIP,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIR,ADF,RIR,ADF,0.9241263352764454,0.0,0.0,7.520661987512718,2.113103988314832,3.1458606401439853,0.9241263352764454,0.27638647645122916,0.5642880936468347,0.6526269230475951,0.32172333582430024,developmentally dynamic (strengthened),Y
IL1D,ADF,IL1D,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1L/R,ADF,IL1L/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL1V,ADF,IL1V,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,ADF,RIV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDD,ADF,RMDD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,ADF,RMDL/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDV,ADF,RMDV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,ADF,RMED/V,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMEL/R,ADF,RMEL/R,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,ADF,RMF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMH,ADF,RMH,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,ADF,SIAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIAV,ADF,SIAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,ADF,SIBD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,ADF,SIBV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,ADF,SMBD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBV,ADF,SMBV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,ADF,SMDD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SMDV,ADF,SMDV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAD,ADF,URAD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URAV,ADF,URAV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,ADF,ADE,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AIM,ADF,AIM,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,ADF,ALA,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVF,ADF,AVF,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVH,ADF,AVH,ADF,15.69162809909587,9.83745080243241,19.732163179713357,30.569409008584138,11.871231062596529,8.207492947021588,4.040535080617486,-0.022498216524293346,0.19999999999999998,0.9713567978097195,0.747060078104662,stable,Y
AVK,ADF,AVK,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,ADF,AVL,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,ADF,CEPD,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPV,ADF,CEPV,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVC,ADF,DVC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,ADF,HSN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVN,ADF,PVN,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVQ,ADF,PVQ,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIC,ADF,RIC,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,ADF,RID,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,ADF,RIS,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMG,ADF,RMG,ADF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,ADL,ADF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADL,ADL,ADL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AFD,ADL,AFD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALM,ADL,ALM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALN,ADL,ALN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AQR,ADL,AQR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASE,ADL,ASE,ADL,0.03410330482958083,0.0,0.0,0.0,1.2763360619443345,0.5671742482742202,0.0,0.8475646615772285,0.22360679774997894,0.06978694307559706,0.7176856442107861,variable,Y
ASG,ADL,ASG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,ADL,ASH,ADL,0.0,0.0,0.36829802662921,0.0,1.0563000680514867,0.459760079800044,0.0,0.8707207770448324,0.6708203932499368,0.05470420586148971,0.21516994256955005,developmentally dynamic (strengthened),Y
ASI,ADL,ASI,ADL,7.118943821515767,0.0,0.0,0.0,0.0,3.183688462582277,0.0,-0.654872988516374,-0.7071067811865475,0.2303728030659723,0.18169011381620928,variable,Y
ASJ,ADL,ASJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASK,ADL,ASK,ADL,0.0,0.0,0.0,0.37015321461906037,1.2024890691261279,0.5216206986728933,0.0,0.9172227859785702,0.8944271909999157,0.028231427188225345,0.040519326353834054,developmentally dynamic (strengthened),Y
AUA,ADL,AUA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVM,ADL,AVM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AWA,ADL,AWA,ADL,17.236627697394994,9.904027321876473,5.857871649014674,2.2323714212466426,2.387981911806093,6.268087130255426,3.6255002277680317,-0.8468055824125483,-0.8999999999999998,0.07030043673968983,0.03738607346849874,developmentally dynamic (weakened),Y
AWB,ADL,AWB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AWC,ADL,AWC,ADL,0.752059546507398,0.38648965569491733,0.479084519363966,0.0,0.0,0.3244772799120979,0.3655698908124807,-0.844283255038303,-0.8720815992723809,0.07201508170757209,0.05385421772754211,variable,Y
BAG,ADL,BAG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
DVA,ADL,DVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
FLP,ADL,FLP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
IL2D,ADL,IL2D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL2L/R,ADL,IL2L/R,ADL,0.0,0.0,0.0,0.0,0.595103493846732,0.2661383731777841,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
IL2V,ADL,IL2V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
OLL,ADL,OLL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQD,ADL,OLQD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
OLQV,ADL,OLQV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PLN,ADL,PLN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAD,ADL,SAAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SAAV,ADL,SAAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SDQ,ADL,SDQ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
URB,ADL,URB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URX,ADL,URX,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYD,ADL,URYD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URYV,ADL,URYV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADA,ADL,ADA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIA,ADL,AIA,ADL,0.0,2.126948345877258,0.0,0.17383108363750904,2.18350169405996,1.1510919512121507,0.17383108363750904,0.5151346996443448,0.6155870112510925,0.3743991571027858,0.2689977701158222,developmentally dynamic (strengthened),Y
AIB,ADL,AIB,ADL,0.0,0.0,0.0,0.0,0.12722320804435938,0.056895948300557136,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AIN,ADL,AIN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIY,ADL,AIY,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIZ,ADL,AIZ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVA,ADL,AVA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVB,ADL,AVB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVD,ADL,AVD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVE,ADL,AVE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVJ,ADL,AVJ,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
BDU,ADL,BDU,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVC,ADL,PVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVP,ADL,PVP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
PVR,ADL,PVR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVT,ADL,PVT,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIA,ADL,RIA,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIB,ADL,RIB,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIF,ADL,RIF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIG,ADL,RIG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIH,ADL,RIH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIM,ADL,RIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIP,ADL,RIP,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIR,ADL,RIR,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1D,ADL,IL1D,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1L/R,ADL,IL1L/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
IL1V,ADL,IL1V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RIV,ADL,RIV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMDD,ADL,RMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDL/R,ADL,RMDL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMDV,ADL,RMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMED/V,ADL,RMED/V,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMEL/R,ADL,RMEL/R,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMF,ADL,RMF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RMH,ADL,RMH,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SIAD,ADL,SIAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIAV,ADL,SIAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBD,ADL,SIBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SIBV,ADL,SIBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMBD,ADL,SMBD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
SMBV,ADL,SMBV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDD,ADL,SMDD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
SMDV,ADL,SMDV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URAD,ADL,URAD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
URAV,ADL,URAV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ADE,ADL,ADE,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AIM,ADL,AIM,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALA,ADL,ALA,ADL,0.0,0.0,0.0,0.0,13.443470557245632,6.012102803903642,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,variable,Y
AVF,ADL,AVF,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AVH,ADL,AVH,ADL,12.155442710041228,2.297973328006462,1.8028176722052445,0.5977572557446453,3.7806148111914544,4.630836625922308,1.4826414831849926,-0.5146421585079305,-0.39999999999999997,0.3749367626726418,0.5046315754686911,variable,Y
AVK,ADL,AVK,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AVL,ADL,AVL,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
CEPD,ADL,CEPD,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
CEPV,ADL,CEPV,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
DVC,ADL,DVC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
HSN,ADL,HSN,ADL,0.0,0.0,0.0,0.0,1.537489597015611,0.6875862507251328,0.0,0.8596865041556043,0.7071067811865475,0.06174823562310116,0.18169011381620928,post-embryonic brain integration,Y
PVN,ADL,PVN,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
PVQ,ADL,PVQ,ADL,0.0,0.0,0.0,6.791375225343723,1.9055019930752517,2.942217727606816,0.0,0.34957534159231435,0.7826237921249264,0.564146018001754,0.11761376087345808,variable,Y
RIC,ADL,RIC,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RID,ADL,RID,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
RIS,ADL,RIS,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
RMG,ADL,RMG,ADL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ADF,AFD,ADF,AFD,0.0,3.5659256414175866,0.7759966587122141,0.0,0.0,1.5449545820491823,0.0,-0.2836164355419044,-0.3354101966249684,0.6437896985904403,0.5810906728217108,variable,Y
ADL,AFD,ADL,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
AFD,AFD,AFD,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ALM,AFD,ALM,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ALN,AFD,ALN,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
AQR,AFD,AQR,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,N
ASE,AFD,ASE,AFD,3.4735715777449285,3.321076463616326,4.219009401000619,2.8594341771055665,2.6676207330880355,0.6059743953830875,0.46164228651075945,-0.5447650457589539,-0.7,0.34240823138506604,0.1881204043741873,stable,Y
ASG,AFD,ASG,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASH,AFD,ASH,AFD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan, ,Y
ASI,AFD,ASI,AFD,0.0,0.0,3.9428835037189662,0.7092320140748959,0.9842376398461007,1.6328172526227567,0.7092320140748959,0.21273848077183427,0.6668859288553501,0.7311901878091159,0.21889398131323168,variable,Y
