Pre Class,Post Class,Pre,Post,Early L1,Late L1,L2,L3,adult_SEM,standard deviation,median absolute deviation,Pearson's correlation,Spearman's correlation,Pearson pvalue,Spearman pvalue,classification,nondauer contact
AVH,RIR,AVH,RIR,7.978304580419014,0.7469412189736373,9.837188497863448,17.096647982736517,19.691266109610563,7.554645302395912,7.259459484873069,0.7591598458726395,0.8999999999999998,0.1366406127325972,0.0373860734684987,developmentally dynamic (strengthened),Y
OLL,RMDL/R,OLL,RMDL/R,0.2122151835031558,1.9017276916696328,4.919105375015769,3.0634633290477207,10.871993721727524,4.108181268221828,1.855642045968048,0.9607077460600768,0.8999999999999998,0.0092943266869862,0.0373860734684987,developmentally dynamic (strengthened),Y
RMDL/R,RMDL/R,RMDL/R,RMDL/R,12.78646216372412,19.6896494086966,11.108826026257391,7.374555630467866,6.458054133724186,5.275355653671089,3.734270395789527,-0.6572365894315275,-0.8999999999999998,0.2281015478358985,0.0373860734684987,stable,Y
RMH,RMDL/R,RMH,RMDL/R,0.0,0.2136493277720161,3.5735858056657124,5.4838838341797205,3.91030751393069,2.4202090554486024,1.910298028514008,0.686164959785288,0.8999999999999998,0.2008181789883971,0.0373860734684987,post-embryonic brain integration,Y
SMDD,RMDL/R,SMDD,RMDL/R,0.2075890894603563,0.338709118032839,0.4294268976708238,0.6033745026445059,0.5258499813721964,0.1554356747154415,0.0964230837013725,0.7749645796864462,0.8999999999999998,0.1237309019525042,0.0373860734684987,stable,Y
RMG,RMDL/R,RMG,RMDL/R,26.116958820999283,19.747874164200795,18.448236141050785,8.904366239973422,7.238280421989404,7.897269936234671,7.668722679948498,-0.9024468440304984,-1.0,0.0360360015634381,1.4042654220543672e-24,stable,Y
RMED/V,RMDV,RMED/V,RMDV,8.682672709907097,3.389785317710196,2.7071952348894617,2.5398479482237906,0.118123464498093,3.1566986638524104,0.6825900828207341,-0.8978570597948085,-1.0,0.0385813998831412,1.4042654220543672e-24,developmentally dynamic (weakened),Y
SMBV,RMED/V,SMBV,RMED/V,17.758404167672015,17.636784811596037,18.447110246201188,20.67881019694156,25.181764582241584,3.174697433909631,0.8103254346051507,0.94023919132075,0.8999999999999998,0.017379077713069,0.0373860734684987,stable,Y
RIG,RMH,RIG,RMH,0.0,28.14168527006856,32.116099292057214,52.03309982401012,36.29983609684111,18.925375946066183,4.183736804783898,0.652929146213177,0.8999999999999998,0.2322453203408311,0.0373860734684987,post-embryonic brain integration,Y
RIM,SMDD,RIM,SMDD,10.28969644638411,10.130736512908117,9.951921489677815,8.497444639230684,7.039423517613833,1.394553816861211,0.3377749567062942,-0.9346443821612976,-1.0,0.0198588586736698,1.4042654220543672e-24,stable,Y
RMED/V,SMDD,RMED/V,SMDD,6.435000077786598,7.13392103923386,3.562461933171003,1.6656449071594563,1.2607945624253076,2.687653133258109,2.301667370745696,-0.8317587280066544,-0.8999999999999998,0.0807155778993088,0.0373860734684987,stable,Y
IL2D,URAD,IL2D,URAD,25.12246597692047,43.263571924363205,33.2382662638061,33.23374448893554,73.22317251382692,18.803012669811253,8.115800286885634,0.8802728809107903,0.6,0.0488275908794651,0.2847569798652937,stable,Y
IL2V,URAV,IL2V,URAV,30.69968246227691,37.26870670872492,35.406294585834914,48.4939979203532,63.447779944377146,13.134740047365666,6.569024246448009,0.9522191959028592,0.8999999999999998,0.0124473439110996,0.0373860734684987,stable,Y
CEPV,URAV,CEPV,URAV,4.956324269768224,14.83431433124126,23.267983258946497,43.80275517431117,26.789765832855355,14.483417553559551,8.433668927705236,0.595106151338718,0.8999999999999998,0.2897531999320628,0.0373860734684987,developmentally dynamic (strengthened),Y
FLP,ADE,FLP,ADE,61.0352702956093,44.05232957710968,35.39159947608268,6.484026950951148,11.29612803427754,22.797575210570383,24.09547144180514,-0.836417057830434,-0.8999999999999998,0.0774437893818884,0.0373860734684987,stable,Y
RIG,AVK,RIG,AVK,62.120963566804015,63.954266380372594,56.075823193379726,53.26946156561176,33.454957792556314,12.162709850650916,6.045140373424289,-0.9480424544932564,-0.8999999999999998,0.0141056407832278,0.0373860734684987,stable,Y
RIS,AVK,RIS,AVK,2.348361399027105,7.854567210110932,7.407692271353544,8.454019923712492,15.313983506992887,4.626914896861712,0.5994527136015595,0.9755110905496502,0.8999999999999998,0.0045833841724595,0.0373860734684987,developmentally dynamic (strengthened),Y
URB,CEPD,URB,CEPD,13.312131470787245,10.313025741158832,7.906750983173741,6.614337133736642,5.026285508270273,3.2529822200594345,2.4062747579850905,-0.9327642997137356,-1.0,0.0207159373764045,1.4042654220543672e-24,stable,Y
URB,RIC,URB,RIC,0.7856854727498023,3.655659137526561,2.827440329216821,2.93441554947456,5.144527750125018,1.5765446533280163,0.7212435880520007,0.8845441184819876,0.7,0.0462689931391197,0.1881204043741873,developmentally dynamic (strengthened),Y
ADA,RIC,ADA,RIC,4.581295371506844,3.136357271822838,3.41834111343584,0.4293330026582479,0.3759074410585127,1.8918957800690928,1.444938099684006,-0.8493363333501419,-0.8999999999999998,0.0685930269158256,0.0373860734684987,stable,Y
CEPD,RIC,CEPD,RIC,18.557103145288945,22.718144859181745,28.31917205447913,27.959258073843696,28.320902554664613,4.397934450988657,0.3616444808209174,0.7988013472519163,0.8999999999999998,0.1050049597877207,0.0373860734684987,stable,Y
RIB,RIS,RIB,RIS,42.77171064857507,12.92950337207846,10.890981248567009,5.87500314161691,6.790376801925806,15.3254444887859,4.100604446641203,-0.7422604147818841,-0.8999999999999998,0.1508545535623305,0.0373860734684987,stable,Y
RIG,RMG,RIG,RMG,75.76632351780195,57.87568025154191,60.64076017348876,8.894670429728931,0.6245992569193549,33.689328586305905,17.890643266260042,-0.8735203316462247,-0.8999999999999998,0.0529601360511486,0.0373860734684987,stable,Y
RMDD,BWM01D,RMDD,BWM01D,21.575151098577575,17.450862927181227,17.00011532009487,14.281454678408654,12.669239927198362,3.408174297782582,2.718660641686217,-0.9322457032049984,-1.0,0.0209544083532623,1.4042654220543672e-24,stable,Y
SMDD,BWM01D,SMDD,BWM01D,16.20140650178872,13.798676670135915,12.80080255791046,5.1143756343257705,3.3628349137134874,5.664063510834056,3.400603943878261,-0.8966389719546022,-1.0,0.0392661706029043,1.4042654220543672e-24,stable,Y
IL1L/R,BWM02V,IL1L/R,BWM02V,12.771358081222152,16.844584363942765,17.490780010395852,20.690438263685284,20.930637877853357,3.333031043380827,3.1996582532894315,0.876465153072252,1.0,0.0511448977942685,1.4042654220543672e-24,stable,Y
RMDV,BWM02V,RMDV,BWM02V,26.82031249953297,14.319339429318182,7.870924322980079,14.004514105353378,6.563166883962468,8.020269519995049,6.133589782373299,-0.8173680134074903,-0.8999999999999998,0.0910812031957536,0.0373860734684987,stable,Y
SMDD,BWM03D,SMDD,BWM03D,40.83400433055584,30.411487475481003,25.299440755416224,26.071828076664303,14.215134391153043,9.6118799960444,4.3396593988167,-0.976719928130858,-0.8999999999999998,0.0042490118237981,0.0373860734684987,stable,Y
SMDV,BWM03V,SMDV,BWM03V,42.82994396637253,29.92857215352342,31.12111479975568,24.033737971381942,15.065922016856945,10.181286253235204,5.8948341821414765,-0.9594216686802304,-0.8999999999999998,0.0097524537769529,0.0373860734684987,stable,Y
RIV,BWM07V,RIV,BWM07V,0.0,60.608338558199534,60.84000648028143,84.86336827211657,65.33945776616635,31.96498614693933,4.499451285884916,0.6451575796399533,0.8999999999999998,0.2397729491399765,0.0373860734684987,developmentally dynamic (strengthened),Y
